14683	8000
14684	8001
14685	7999
14686	7998
14687	8002
14688	8000
14689	8001
14690	8003
14691	7997
14692	7998
14693	8000
14694	8001
14695	7999
14696	7998
14697	8002
14698	8000
14699	8001
14700	8003
14701	7997
14702	7998
14703	8000
14704	8001
14705	7999
14706	7998
14707	8002
14708	8000
14709	8001
14710	8003
14711	7997
14712	7998
14713	8000
14714	8001
14715	7999
14716	7998
14717	8002
14718	8000
14719	8001
14720	8003
14721	7997
14722	7998
14723	8000
14724	8001
14725	7999
14726	7998
14727	8002
14728	8000
14729	8001
14730	8003
14731	7997
14732	7998
14733	8000
14734	8001
14735	7999
14736	7998
14737	8002
14738	8000
14739	8001
14740	8003
14741	7997
14742	7998
14743	8000
14744	8001
14745	7999
14746	7998
14747	8002
14748	8000
14749	8001
14750	8003
14751	7997
14752	7998
14753	8000
14754	8001
14755	7999
14756	7998
14757	8002
14758	8000
14759	8001
14760	8003
14761	7997
14762	7998
14763	8000
14764	8001
14765	7999
14766	7998
14767	8002
14768	8000
14769	8001
14770	8003
14771	7997
14772	7998
14773	8000
14774	8001
14775	7999
14776	7998
14777	8002
14778	8000
14779	8001
14780	8003
14781	7997
14782	7998
14783	8000
14784	8001
14785	7999
14786	7998
14787	8002
14788	8000
14789	8001
14790	8003
14791	7997
14792	7998
14793	8000
14794	8001
14795	7999
14796	7998
14797	8002
14798	8000
14799	8001
14800	8003
14801	7997
14802	7998
14803	8000
14804	8001
14805	7999
14806	7998
14807	8002
14808	8000
14809	8001
14810	8003
14811	7997
14812	7998
14813	8000
14814	8001
14815	7999
14816	7998
14817	8002
14818	8000
14819	8001
14820	8003
14821	7997
14822	7998
14823	8000
14824	8001
14825	7999
14826	7998
14827	8002
14828	8000
14829	8001
14830	8003
14831	7997
14832	7998
14833	8000
14834	8001
14835	7999
14836	7998
14837	8002
14838	8000
14839	8001
14840	8003
14841	7997
14842	7998
14843	8000
14844	8001
14845	7999
14846	7998
14847	8002
14848	8000
14849	8001
14850	8003
14851	7997
14852	7998
14853	8000
14854	8001
14855	7999
14856	7998
14857	8002
14858	8000
14859	8001
14860	8003
14861	7997
14862	7998
14863	8000
14864	8001
14865	7999
14866	7998
14867	8002
14868	8000
14869	8001
14870	8003
14871	7997
14872	7998
14873	8000
14874	8001
14875	7999
14876	7998
14877	8002
14878	8000
14879	8001
14880	8003
14881	7997
14882	7998
14883	8000
14884	8001
14885	7999
14886	7998
14887	8002
14888	8000
14889	8001
14890	8003
14891	7997
14892	7998
14893	8000
14894	8001
14895	7999
14896	7998
14897	8002
14898	8000
14899	8001
14900	8003
14901	7997
14902	7998
14903	8000
14904	8001
14905	7999
14906	7998
14907	8002
14908	8000
14909	8001
14910	8003
14911	7997
14912	7998
14913	8000
14914	8001
14915	7999
14916	7998
14917	8002
14918	8000
14919	8001
14920	8003
14921	7997
14922	7998
14923	8000
14924	8001
14925	7999
14926	7998
14927	8002
14928	8000
14929	8001
14930	8003
14931	7997
14932	7998
14933	8000
14934	8001
14935	7999
14936	7998
14937	8002
14938	8000
14939	8001
14940	8003
14941	7997
14942	7998
14943	8000
14944	8001
14945	7999
14946	7998
14947	8002
14948	8000
14949	8001
14950	8003
14951	7997
14952	7998
14953	8000
14954	8001
14955	7999
14956	7998
14957	8002
14958	8000
14959	8001
14960	8003
14961	7997
14962	7998
14963	8000
14964	8001
14965	7999
14966	7998
14967	8002
14968	8000
14969	8001
14970	8003
14971	7997
14972	7998
14973	8000
14974	8001
14975	7999
14976	7998
14977	8002
14978	8000
14979	8001
14980	8003
14981	7997
14982	7998
14983	8000
14984	8001
14985	7999
14986	7998
14987	8002
14988	8000
14989	8001
14990	8003
14991	7997
14992	7998
14993	8000
14994	8001
14995	7999
14996	7998
14997	8002
14998	8000
14999	8001
15000	8003
15001	7997
15002	7998
15003	8000
15004	8001
15005	7999
15006	7998
15007	8002
15008	8000
15009	8001
15010	8003
15011	7997
15012	7998
15013	8000
15014	8001
15015	7999
15016	7998
15017	8002
15018	8000
15019	8001
15020	8003
15021	7997
15022	7998
15023	8000
15024	8001
15025	7999
15026	7998
15027	8002
15028	8000
15029	8001
15030	8003
15031	7997
15032	7998
15033	8000
15034	8001
15035	7999
15036	7998
15037	8002
15038	8000
15039	8001
15040	8003
15041	7997
15042	7998
15043	8000
15044	8001
15045	7999
15046	7998
15047	8002
15048	8000
15049	8001
15050	8003
15051	7997
15052	7998
15053	8000
15054	8001
15055	7999
15056	7998
15057	8002
15058	8000
15059	8001
15060	8003
15061	7997
15062	7998
15063	8000
15064	8001
15065	7999
15066	7998
15067	8002
15068	8000
15069	8001
15070	8003
15071	7997
15072	7998
15073	8000
15074	8001
15075	7999
15076	7998
15077	8002
15078	8000
15079	8001
15080	8003
15081	7997
15082	7998
15083	8000
15084	8001
15085	7999
15086	7998
15087	8002
15088	8000
15089	8001
15090	8003
15091	7997
15092	7998
15093	8000
15094	8001
15095	7999
15096	7998
15097	8002
15098	8000
15099	8001
15100	8003
15101	7997
15102	7998
15103	8000
15104	8001
15105	7999
15106	7998
15107	8002
15108	8000
15109	8001
15110	8003
15111	7997
15112	7998
15113	8000
15114	8001
15115	7999
15116	7998
15117	7999
15118	7996
15119	8000
15120	8001
15121	8002
15122	8003
15123	8004
15124	8005
15125	8006
15126	8007
15127	8008
15128	8009
15129	8010
15130	8011
15131	8012
15132	8013
15133	8014
15134	8015
15135	7999
15136	7998
15137	8002
15138	8000
15139	8001
15140	8003
15141	7997
15142	7998
15143	8000
15144	8001
15145	7999
15146	7998
15147	8002
15148	8000
15149	8001
15150	8003
15151	7997
15152	7998
15153	8000
15154	8001
15155	7999
15156	7998
15157	8002
15158	8000
15159	8001
15160	8003
15161	7997
15162	7998
15163	8000
15164	8001
15165	7999
15166	7998
15167	8002
15168	8000
15169	8001
15170	8003
15171	7997
15172	7998
15173	8000
15174	8001
15175	7999
15176	7998
15177	8002
15178	8000
15179	8001
15180	8003
15181	12000
15182	6000
15183	4000
15184	5000
15185	6000
15186	7000
15187	8000
15188	8400
15189	8300
15190	8200
15191	8100
15192	7998
15193	8000
15194	8001
15195	7999
15196	7998
15197	8002
15198	8000
15199	8001
15200	8003
15201	7997
15202	7998
15203	8000
15204	8001
15205	7999
15206	7998
15207	8002
15208	8000
15209	8001
15210	8003
15211	7997
15212	7998
15213	8000
15214	8001
15215	7999
15216	7998
15217	8002
15218	8000
15219	8001
15220	8003
15221	7997
15222	7998
15223	8000
15224	8001
15225	7999
15226	7998
15227	8002
15228	8000
15229	8001
15230	8003
15231	7997
15232	7998
15233	8000
15234	8001
15235	7999
15236	7998
15237	8002
15238	8000
15239	8001
15240	8003
15241	7997
15242	7998
15243	8000
15244	8001
15245	7999
15246	7998
15247	8002
15248	8000
15249	8001
15250	8003
15251	7997
15252	7998
15253	8000
15254	8001
15255	7999
15256	7998
15257	8002
15258	8000
15259	8001
15260	8003
15261	7997
15262	7998
15263	8000
15264	8001
15265	7999
15266	7998
15267	8002
15268	8000
15269	8001
15270	8003
15271	7997
15272	7998
15273	8000
15274	8001
15275	7999
15276	7998
15277	8002
15278	8000
15279	8001
15280	8003
15281	7997
15282	7998
15283	8000
15284	8001
15285	7999
15286	7998
15287	8002
15288	8000
15289	8001
15290	8003
15291	7997
15292	7998
15293	8000
15294	8001
15295	7999
15296	7998
15297	8002
15298	8000
15299	8001
15300	8003
15301	7997
15302	7998
15303	8000
15304	8001
15305	7999
15306	7998
15307	8002
15308	8000
15309	8001
15310	8003
15311	7997
15312	7998
15313	8000
15314	8001
15315	7999
15316	7998
15317	8002
15318	8000
15319	8001
15320	8003
15321	7997
15322	7998
15323	8000
15324	8001
15325	7999
15326	7998
15327	8002
15328	8000
15329	8001
15330	8003
15331	7997
15332	7998
15333	8000
15334	8001
15335	7999
15336	7998
15337	8002
15338	8000
15339	8001
15340	8003
15341	7997
15342	7998
15343	8000
15344	8001
15345	7999
15346	7998
15347	8002
15348	8000
15349	8001
15350	8003
15351	7997
15352	7998
15353	8000
15354	8001
15355	7999
15356	7998
15357	8002
15358	8000
15359	8001
15360	8003
15361	7997
15362	7998
15363	8000
15364	8001
15365	7999
15366	7998
15367	8002
15368	8000
15369	8001
15370	8003
15371	7997
15372	7998
15373	8000
15374	8001
15375	7999
15376	7998
15377	8002
15378	8000
15379	8001
15380	8003
15381	7997
15382	7998
15383	8000
15384	8001
15385	7999
15386	7998
15387	8002
15388	8000
15389	8001
15390	8003
15391	7997
15392	7998
15393	8000
15394	8001
15395	7999
15396	7998
15397	8002
15398	8000
15399	8001
15400	8003
15401	7997
15402	7998
15403	8000
15404	8001
15405	7999
15406	7998
15407	8002
15408	8000
15409	8001
15410	8003
15411	7997
15412	7998
15413	8000
15414	8001
15415	7999
15416	7998
15417	8002
15418	8000
15419	8001
15420	8003
15421	7997
15422	7998
15423	8000
15424	8001
15425	7999
15426	7998
15427	8002
15428	8000
15429	8001
15430	8003
15431	7997
15432	7998
15433	8000
15434	8001
15435	7999
15436	7998
15437	8002
15438	8000
15439	8001
15440	8003
15441	7997
15442	7998
15443	8000
15444	8001
15445	7999
15446	7998
15447	8002
15448	8000
15449	8001
15450	8003
15451	7997
15452	7998
15453	8000
15454	8001
15455	7999
15456	7998
15457	8002
15458	8000
15459	8001
15460	8003
15461	7997
15462	7998
15463	8000
15464	8001
15465	7999
15466	7998
15467	8002
15468	8000
15469	8001
15470	8003
15471	7997
15472	7998
15473	8000
15474	8001
15475	7999
15476	7998
15477	8002
15478	8000
15479	8001
15480	8003
15481	7997
15482	7998
15483	8000
15484	8001
15485	7999
15486	7998
15487	8002
15488	8000
15489	8001
15490	8003
15491	7997
15492	7998
15493	8000
15494	8001
15495	7999
15496	7998
15497	8002
15498	8000
15499	8001
15500	8003
15501	7997
15502	7998
15503	8000
15504	8001
15505	7999
15506	7998
15507	8002
15508	8000
15509	8001
15510	8003
15511	7997
15512	7998
15513	8000
15514	8001
15515	7999
15516	7998
15517	8002
15518	8000
15519	8001
15520	8003
15521	7997
15522	7998
15523	8000
15524	8001
15525	7999
15526	7998
15527	8002
15528	8000
15529	8001
15530	8003
15531	7997
15532	7998
15533	8000
15534	8001
15535	7999
15536	7998
15537	8002
15538	8000
15539	8001
15540	8003
15541	7997
15542	7998
15543	8000
15544	8001
15545	7999
15546	7998
15547	8002
15548	8000
15549	8001
15550	8003
15551	7997
15552	7998
15553	8000
15554	8001
15555	7999
15556	7998
15557	8002
15558	8000
15559	8001
15560	8003
15561	7997
15562	7998
15563	8000
15564	8001
15565	7999
15566	7998
15567	8002
15568	8000
15569	8001
15570	8003
15571	7997
15572	7998
15573	8000
